Town,FIPS,Year,Age Range,Allegation Type,Report Status,Measure Type,Variable,Value
Ashford,0901501430,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Ashford,0901501430,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,76.74
Ashford,0901501430,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,27
Ashford,0901501430,2013,0 to 8,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Ashford,0901501430,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Ashford,0901501430,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,64.75
Ashford,0901501430,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Ashford,0901501430,2013,9 to 17,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
Ashford,0901501430,2011,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,26.38
Ashford,0901501430,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,32
Ashford,0901501430,2011,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,12
Ashford,0901501430,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,86.33
Ashford,0901501430,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,29
Ashford,0901501430,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,37
Ashford,0901501430,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,43.17
Ashford,0901501430,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Ashford,0901501430,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
Ashford,0901501430,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Ashford,0901501430,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,14
Ashford,0901501430,2011,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,16
Avon,0900302060,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2011,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,5.88
Avon,0900302060,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,10
Avon,0900302060,2010,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,15
Avon,0900302060,2010,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,17
Avon,0900302060,2009,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,5.34
Avon,0900302060,2011,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,8.55
Avon,0900302060,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,16
Avon,0900302060,2008,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,8.01
Avon,0900302060,2008,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,6.41
Avon,0900302060,2010,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,8.01
Avon,0900302060,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,16.56
Avon,0900302060,2008,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,8.55
Avon,0900302060,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,31
Avon,0900302060,2013,9 to 17,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,16.56
Avon,0900302060,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,6.94
Avon,0900302060,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2008,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,15
Avon,0900302060,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,36
Avon,0900302060,2008,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,5.88
Avon,0900302060,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,26
Avon,0900302060,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,5
Avon,0900302060,2011,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,11
Avon,0900302060,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,25
Avon,0900302060,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,16
Avon,0900302060,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,14
Avon,0900302060,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,14
Avon,0900302060,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,12.29
Avon,0900302060,2010,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,9.08
Avon,0900302060,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,10
Avon,0900302060,2009,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,6.41
Avon,0900302060,2010,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,11.22
Avon,0900302060,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,35
Avon,0900302060,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,19.23
Avon,0900302060,2010,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,21
Avon,0900302060,2009,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,23
Avon,0900302060,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,23
Avon,0900302060,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,7.48
Avon,0900302060,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,31
Avon,0900302060,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,23
Avon,0900302060,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,8.55
Avon,0900302060,2009,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,12.29
Avon,0900302060,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,13
Avon,0900302060,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,25.11
Avon,0900302060,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,14
Avon,0900302060,2008,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,11
Avon,0900302060,2013,9 to 17,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,1
Avon,0900302060,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,5
Avon,0900302060,2008,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,36
Avon,0900302060,2008,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,19.23
Avon,0900302060,2009,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,12
Avon,0900302060,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,13.35
Avon,0900302060,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,1
Avon,0900302060,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,13.89
Avon,0900302060,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,4
Avon,0900302060,2008,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,16
Avon,0900302060,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Avon,0900302060,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,18.7
Avon,0900302060,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,17
Avon,0900302060,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,4
Avon,0900302060,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,6
Avon,0900302060,2013,0 to 8,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,5
Avon,0900302060,2013,9 to 17,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,5.34
Avon,0900302060,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Avon,0900302060,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,47
Avon,0900302060,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,5
Avon,0900302060,2008,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,12
Avon,0900302060,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,6
Baltic,0NA,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,18
Baltic,0NA,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,7
Baltic,0NA,2013,0 to 8,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Baltic,0NA,2013,0 to 8,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,1
Baltic,0NA,2013,9 to 17,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Moral Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Moral Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,7
Baltic,0NA,2013,9 to 17,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Baltic,0NA,2013,9 to 17,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Baltic,0NA,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Baltic,0NA,2013,0 to 8,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Baltic,0NA,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Baltic,0NA,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,1
Baltic,0NA,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Barkhamsted,0900502760,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,27.32
Barkhamsted,0900502760,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,0
Barkhamsted,0900502760,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Barkhamsted,0900502760,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,0
Barkhamsted,0900502760,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,0
Barkhamsted,0900502760,2011,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,0
Barkhamsted,0900502760,2012,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,0
Barkhamsted,0900502760,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,27.32
Barkhamsted,0900502760,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,10
Barkhamsted,0900502760,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,0
Barkhamsted,0900502760,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,13
Barkhamsted,0900502760,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,35.52
Beacon Falls,0900903250,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,12
Beacon Falls,0900903250,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,10
Beacon Falls,0900903250,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,15
Beacon Falls,0900903250,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Beacon Falls,0900903250,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Beacon Falls,0900903250,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,22.15
Beacon Falls,0900903250,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,15
Beacon Falls,0900903250,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,58.54
Beacon Falls,0900903250,2011,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,13
Beacon Falls,0900903250,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,18
Beacon Falls,0900903250,2011,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,20.57
Beacon Falls,0900903250,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,26.9
Beacon Falls,0900903250,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,33.23
Beacon Falls,0900903250,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Beacon Falls,0900903250,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,41.14
Beacon Falls,0900903250,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,26
Beacon Falls,0900903250,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Beacon Falls,0900903250,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,0
Beacon Falls,0900903250,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Beacon Falls,0900903250,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,21
Beacon Falls,0900903250,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,37
Beacon Falls,0900903250,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,44.3
Beacon Falls,0900903250,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,14
Beacon Falls,0900903250,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,17
Beacon Falls,0900903250,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,18.99
Beacon Falls,0900903250,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Beacon Falls,0900903250,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,22.15
